id;question;expected_answer;context_hint;category;difficulty
53;An wen kann ich mich wenden, wenn ich mich als WiSo-Studierende:r für ein Auslandssemester interessiere – im Bachelor oder im Master?;"Für Studierende, die ein Auslandssemester planen, gibt es im Outgoings-Team verschiedene Ansprechpersonen:

Für Bachelor-Studierende ist Lea Deußen zuständig. Sie ist Outgoing Students Coordinator (Bachelor) und unter der Telefonnummer +49 (0)221 470-91017 sowie per E-Mail unter lea.deussen@uni-koeln.de
erreichbar.

Für Master-Studierende ist Kathrin Ebel zuständig. Sie ist Outgoing Students Coordinator (Master) und über +49 (0)221 470-91062 sowie per E-Mail unter kathrin.ebel@uni-koeln.de
erreichbar.

Darüber hinaus unterstützt Veronika Langenberg als Outgoing Students Coordinator das Team; sie ist telefonisch unter +49 (0)221 470-90164 und per E-Mail unter veronika.langenberg@uni-koeln.de
erreichbar.";https://wiso.uni-koeln.de/de/studium/international/international-relations-center-contact;;
54;Was ist das International Relations Center (ZIB WiSo) und was sind seine Aufgaben?;Das International Relations Center (ZIB WiSo) koordiniert die internationalen Aktivitäten der Faculty of Management, Economics and Social Sciences (WiSo Faculty) an der Universität zu Köln. Zu den Aufgaben gehören insbesondere die Organisation von Studierendenaustauschen sowie die Entwicklung und Umsetzung neuer Internationalisierungsstrategien im Auftrag der Fakultät. Die Internationalisierungsstrategie des ZIB WiSo fördert und unterstützt Kooperationen in Bereichen wie Studierendenaustausch, Kurzprogramme, internationale Studienprogramme, spezielle Lehrangebote für internationale Studierende, Mitgliedschaften in internationalen Hochschulnetzwerken, Partnerschaften mit ausgewählten Universitäten und Business Schools weltweit sowie enge Kontakte zur internationalen Unternehmenspraxis.;https://wiso.uni-koeln.de/de/studium/international/international-relations-center-contact;;
55;Ich würde gerne an der WiSo-Fakultät studieren. Welche Fristen gibt es und wie funktioniert das Bewerbungsverfahren?;"Die Bewerbung zum 1. Fachsemester für die Bachelorstudiengänge wird über das Studierendensekretariat der Universität zu Köln geregelt und erfolgt online, sofern Sie als Bildungsinländer*in gelten. Bitte informieren Sie sich auf der Homepage des Studierendensekretariats über das Bewerbungsverfahren. Beachten Sie bitte die Bewerbungsfristen zum ersten Fachsemester: 

15.01. für das Sommersemester (nur BWL und VWL) und
15.07. für das Wintersemester.
Wenn Sie einen Platz bekommen und diesen in KLIPS 2.0 angenommen haben, können Sie sich im Studierendensekretariat einschreiben. Die NC-Verfahrensergebnisse der vergangenen Semester können Sie hier einsehen.

Sollten Sie nicht als Bildungsinländer*in gelten, erfolgt die Bewerbung über uni-assist und das International Office. Darüber zugelassene Bachelor-Erstsemester müssen vor dem Start des Studiums das einsemestrige Programm ""Studienstart International"" verpflichtend durchlaufen.

Masterstudiengänge starten zum 1. Fachsemester an der Wiso-Fakultät nur zum Wintersemester. Die Bewerbung erfolgt online über KLIPS. Die Bewerbungsfristen variieren hinsichtlich der Studiengänge. Genauere Informationen zum Bewerbungsverfahren sowie einzureichende Unterlagen entnehmen Sie bitte unseren Seite zum Masterbewerbungsverfahren.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
56;Welche (grundständigen) Bachelorstudiengänge können an der WiSo-Fakultät studiert werden?;"An der Wiso-Fakultät der Universität zu Köln können momentan sieben Bachelorstudiengänge studiert werden:

Betriebswirtschaftslehre
Volkswirtschaftslehre
Management, Economics and Social Sciences
Sozialwissenschaften
Gesundheitsökonomie
Wirtschaftsinformatik
Lehramt Berufskolleg
Alle diese Bachelorstudiengänge (außer Lehramt BK) sind Bachelor of Science-Studiengänge und sogenannte 1-Fach-Bachelor. D.h. Sie können nicht mit anderen Studiengängen der Uni Köln kombiniert werden. Neben den Fachstudiengängen bieten wir außerdem das Bachelor of Arts-Programm ""Lehramt Berufskolleg"" an. Hier studieren Sie das Unterrichtsfach ""Wirtschaftswissenschaften"" in Kombination mit einem anderen Unterrichtsfach, welches nicht an der WiSo-Fakultät angesiedelt ist.
Nur die Bachelorstudiengänge Betriebs- und Volkswirtschaftslehre werden zum Winter- und Sommersemester angeboten, alle übrigen Bachelorstudiengänge starten nur zum Wintersemester.

Die Philosophische Fakultät bietet folgende Verbundstudiengänge an, die ein wirtschafts- und sozialwissenschaftliches Wahlpflichtfach umfassen, welches dann an der WiSo-Fakultät verortet ist:

Medienwissenschaften
Regionalstudien China
Regionalstudien Ost- und Mitteleuropa
Regionalstudien Lateinamerika
Zudem gibt es noch einige andere Studiengänge, in denen in verschiedenem Umfang Leistungen in Neben- oder Ergänzungsfächern an der WiSo-Fakultät studiert werden dürfen.
An der Mathematisch-Naturwissenschaftlichen Fakultät sind das:

Mathematik und Wirtschaftsmathe (Nebenfächer Wirtschaftswissenschaften oder VWL)
Geographie (Nebenfächer BWL, VWL oder SOWI)
An der Humanwissenschaftlichen Fakultät ist das der Studiengang:

Psychologie (Interdisziplinäre Vernetzung BWL oder VWL oder Sozialwissenschaften)";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
57;Welche Masterstudiengänge können an der WiSo-Fakultät studiert werden?;"Folgenden Masterstudiengänge werden an der WiSo-Fakultät angeboten:

Business Administration (mit 5 verschiedenen Spezialisierungen)
International Management (CEMS MIM)
Business Analytics and Econometrics
Economics
Economic Research
Politikwissenschaft
Sociology: Social Research
Sociology: Social and Economic Psychology
Gesundheitsökonomie
Information Systems
Wirtschaftspädagogik (M.Ed.)
Beim Masterstudiengang Politikwissenschaft handelt es sich um einen Master of Arts, beim Masterstudiengang Wirtschaftspädagogik mit zwei Ausrichtungen um einen Master of Education/Master of Science. Die anderen Masterstudiengänge sind Master of Science. Nähere Informationen zu den einzelnen Studiengängen finden Sie auf unseren Internetseiten.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
58;Wieviel kostet ein Studium an der Universität zu Köln?;Studiengebühren gibt es an der Universität zu Köln nicht, dafür wird pro Semester ein Semesterbeitrag fällig. Im Semesterbeitrag enthalten ist u.a. das NRW-Semesterticket, mit dem Sie in ganz Nordrhein-Westfalen den öffentlichen Personennahverkehr nutzen können. Nicht enthalten sind hier Kosten zum Lebensunterhalt, Verpflegung in der Mensa oder Lernmaterialien.;https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
59;Was zeichnet das Studium an der Wiso Fakultät aus?;"Ein Studium an der WiSo-Fakultät der Universität zu Köln stellt eine hervorragende Ausgangsbasis für Ihre weiteren professionellen und persönlichen Pläne dar. Mit ca. 9.000 Studierenden und einer Vielzahl an Professuren und wissenschaftlichen Mitarbeitern ist die Fakultät eine der wissenschaftlich renommiertesten Fakultäten für Wirtschafts- und Sozialwissenschaften in Europa.

Entscheidende Rankings bewerten die Qualität von Forschung und Lehre an Hochschulen und der Fakultätsentwicklung anhand verschiedener Kriterien. Die WiSo-Fakultät freut sich, ihre Position in vielen renommierten Rankings behaupten und in einigen Fällen ausbauen zu können.

Die Verbindung von Forschung und Lehre, Theorie und Praxis, Wirtschafts- und Sozialwissenschaften begründet unser Leitbild: „Today's ideas. Tomorrow's impact"". Innerhalb Ihres Studiums erarbeiten Sie mit Hilfe moderner Analysemethoden und Modelle neue Lösungsansätze für relevante wirtschafts- und sozialwissenschaftliche Zukunftsfragen.

Köln ist nicht nur als Studienort eine attraktive Stadt. Sie ist weit über den Karneval hinaus für ihre vielfältige Kulturszene bekannt und stellt zusammen mit dem Umland einen der bedeutendsten Wirtschaftsstandorte in Deutschland dar.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
60;Kann ich an der WiSo-Fakultät ein Studium aufnehmen, wenn ich einen gleichwertigen Studiengang bzw. eine dort verortete Prüfung endgültig nicht bestanden habe?;"Pauschal lässt sich nicht beantworten, ob Sie nach dem Verlust des Prüfungsanspruches das Studium bei uns fortsetzen können. Grundsätzlich enthält unsere Prüfungsordnung einen Passus, welcher besagt, dass ein Studium bei uns ausgeschlossen ist, wenn in einem vergleichbaren Studiengang und/oder Modul der Prüfungsanspruch verloren wurde bzw. der Studiengang oder das Modul als endgültig nicht bestanden gilt. Ob dies auf Ihren Bachelor zutrifft, muss im Einzelfall durch das Prüfungsamt geklärt werden.

Bitte wenden Sie sich am besten per Mail an den WiSo Student Service Point. Die WiSo-Studienberater:innen helfen Ihnen dann gerne weiter.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
61;Sind Pflichtpraktika an der Wiso-Fakultät vorgesehen?;Pflichtpraktika, die anhand der Prüfungsordnung festgeschrieben sind und zwingend absolviert werden müssen, sind in den Bachelor- und Masterstudiengängen der WiSo-Fakultät nicht vorgesehen (Ausnahme: M.Sc. International Management). Als Ergänzung des Studiums werden jedoch von Lehrveranstaltungen unabhängige Praktika empfohlen, die eine Anschauung der für den gewählten Studiengang bedeutsamen Praxis vermitteln. Zu diesem Zweck stellen die Studienberater*innen im WiSo Student Service Point bei Bedarf für Bewerbungen eine Praktikumsförderlichkeitsbescheinigung aus.;https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
62;Wann erhalte ich mein Zeugnis?;"Verleihung bei der Examensfeier
Das endgültige Zeugnis sowie die Bachelor- oder Masterurkunde werden nur auf der zweimal jährlich von der Fakultät ausgerichteten Examensfeier ausgegeben. Bachelor- und Masterabsolvent:innen erhalten sowohl ein Transcript of Records, auf dem alle einzelnen Prüfungsleistungen, Modulnamen und -noten aufgeführt sind als auch ein Diploma Supplement. Letzteres enthält u.a. Informationen zum deutschen Hochschul- und Notensystem sowie dem Status der Qualifizierung der Absolvent*innen. Die Feier findet in der Regel im Juni/Juli bzw. November/Januar eines Jahres statt.

Die vorläufige Studienabschlussbescheinigung, welche Ihnen automatisch innerhalb von 2-3 Wochen nach Erhalt des letzten, bestandenen Prüfungsergebnisses vom WiSo-Prüfungsamt postalisch zugeschickt wird, enthält eine Angabe darüber, bei welcher Abschlussfeier Sie Ihr Zeugnis erhalten können.

Abhloung des Zeugnisses im WiSSPo
Sofern Sie an der jeweiligen Feier nicht teilnehmen können oder möchten, können Sie ab dem ersten, darauffolgenden Werktag die Unterlagen während der Öffnungszeiten am Empfang des WiSo Student Service Point abholen. Sofern Sie eine andere Person mit der Abholung beauftragen möchten, beachten Sie bitte, dass diese Person eine von Ihnen ausgestellte Vollmacht vorlegt.

Postalische Zusendung des Zeugnisses
Grundsätzlich besteht ab diesem Zeitpunkt auch die Möglichkeit, Zeugnis und Urkunde per Briefpost zugesandt zu bekommen. Bitte beachten Sie aber, dass Zeugnis und Urkunde nur einmal ausgestellt werden können. Gehen diese auf dem Postweg verloren oder werden sie beschädigt, kann kein weiteres Exemplar ausgestellt werden. Sofern Sie trotzdem eine postalische Zustellung wünschen, können Sie ab dem ersten Werktag nach der jeweiligen Abschlussfeier einen schriftlichen Antrag im WiSo-Prüfungsamt stellen. Den Antrag reichen Sie am besten per Mail über das Online-Formular des WiSSPo ein.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
63;Welche Gründe kann es für eine Exmatrikulation geben?;"Es kann verschiedene Gründe für die Exmatrikulation geben:

Beendigen des Studiums nach abgeschlossener Prüfung
Hochschulwechsel
Aufgabe oder Unterbrechung des Studiums
Abschlussprüfung endgültig nicht bestanden
Sonstige Gründe
Exmatrikulation mit Ablauf des Semesters
Wer die Universität zu Köln verlassen will, sollte im Studierendensekretariat einen Antrag auf Exmatrikulation stellen. Die Exmatrikulation wird zum Ende des Semesters (für das Sommersemester zum 30.09. und für das Wintersemester zum 31.03.) wirksam. Bitte reichen Sie den ausgefüllten Antrag auf Exmatrikulation im Studierendensekretariat ein - Sie erhalten dann eine Exmatrikulationsbescheinigung, die Sie in KLIPS runterladen können.

Exmatrikulation mit sofortiger Wirkung
Eine Exmatrikulation kann bei Vorlage des Antrages sowie Rückgabe der UCCard auch mit sofortiger Wirkung erfolgen. Reichen Sie dazu bitte den ausgefüllten Antrag auf Exmatrikulation im Studierendensekretariat ein (s. oben).

Erstattung des Semesterbeitrags
Wenn die Rückmeldung zum Folgesemester bereits erfolgt ist, ist eine Erstattung des Semesterbeitrages nur möglich, wenn die Exmatrikulation vor Semesterbeginn (im Sommersemester bis zum 30. September bzw. im Wintersemester bis zum 31. März, Ausschlussfristen) eingereicht wurde. Bei Eingang des Antrags auf Exmatrikulation nach Semesterbeginn kann in bestimmten Fällen eine Erstattung des Anteils des Studierenden-Tickets über den Härtefallausschuss beim AStA erfolgen. Hierzu stellen Sie dort direkt einen Härtefallantrag.

Exmatrikulation nach letzter Prüfungsleistung
Wer in einem laufenden Semester die letzte Prüfungsleistung (z.B. Abgabe der Abschlussarbeit oder letzte schriftliche/mündliche Prüfung) ablegt, muss sich für das folgende Semester nicht mehr zurückmelden.
Falls Sie eine Prüfung im laufenden Semester nicht bestehen und die Wiederholung im kommenden Semester liegt, werden Sie, nach Vorlage einer entsprechenden Bescheinigung vom Prüfungsamt, im Semester nach Ihrer Exmatrikulation noch zurückgemeldet, auch dann, wenn die Rückmeldefristen bereits abgelaufen sind.
Sofern Sie Ihr Abschlusszeugnis erst im darauffolgenden Semester erhalten (s. Frage ""Wann erhalte ich mein Zeugnis?""), können Sie sich für das kommende Semester zurückmelden und noch das ganze Semester eingeschrieben bleiben. Die Rückmeldung ist jedoch keine Voraussetzung für den Erhalt Ihrer Abschlussurkunde.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/allgemeine-fragen;;
64;Mein Abiturschnitt erfüllt nicht den NC vom letzten Bewerbungsverfahren, macht eine Bewerbung trotzdem Sinn?;Die Bachelorstudiengängen an der WiSo-Fakultät sind alle zulassungsbeschränkt. 80% der Plätze werden über die Hochschulquote der UzK, 20% über die Abiturbestennote vergeben. Zusätzlich können bis zu sechs Wartesemester berückscihtigt werden. Informationen zum Örtlichen Auswahlverfahren bietet das Studierendensekretariat. Eine andere Möglichkeit, zum ersten Fachsemester zugelassen zu werden, gibt es nicht. Ausnahmen sind nur über Sonder- oder Härtefallanträge möglich, weitere Informationen finden Sie dazu hier. Die NC-Werte der letzten Jahre sind für zukünftige Auswahlverfahren nicht verbindlich, da sich der NC immer erst im laufenden Verfahren ergibt. Es ist allerdings davon auszugehen, dass sie sich in etwa bestätigen und nur wenig verändern werden. Grundsätzlich empfehlen wir aber, sich zu bewerben, da Sie nur im offiziellen Bewerbungsverfahren auch eine verbindliche Rückmeldung erhalten.;https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/bachelor/studienwahl-und-bewerbung;;
65;Ich studiere im Bachelor woanders und möchte an die Universität zu Köln wechseln. Was muss ich tun?;"Sie haben grundsätzlich zwei Möglichkeiten, wenn Sie zu einem Bachelorstudiengang wechseln möchten und bereits in einem Bachelor an einer anderen Hochschule studieren:

(1) Die Bewerbung zum 1. Fachsemester. Die Bewerbung erfolgt über hochschulstart.de und das Online-Portal KLIPS 2.0 der Universität zu Köln. Erhalten Sie hier eine Zulassung, können nach der Einschreibung gleichwertige Leistungen, die Sie bereits anderswo erbracht haben, angerechnet werden. Vorab der Bewerbung und Einschreibung ist es nicht möglich, Auskünfte über die mögliche Anrechenbarkeit von Leistungen zu geben. Wir empfehlen grundsätzlich die Bewerbung auf das 1. Fachsemester.

(2) Bei der Bewerbung auf das höhere Fachsemester werden freie Plätze in dem entsprechenden Fachsemester zugeteilt. Sind keine Studienplätze in dem Semester frei, ist die Chance auf einen Studienplatz in dem Semester nicht gegeben. Welche konkreten Leistungen Ihnen angerechnet werden, wird erst nach der Einschreibung entschieden.

Studieren Sie derzeit den gleichen Studiengang an einer Universität innerhalb Deutschlands, gelten Sie bei der Bewerbung zum höheren Fachsemester als Ortswechsler:in: In diesem Fall wenden Sie sich zunächst mit diesem ausgefüllten Formular und einer aktuellen Studienbescheinigung per Mail an den WiSo Student Service Point. Wird Ihnen der Ortswechsel-Status vom WiSo-Prüfungsamt bescheinigt, können Sie sich mit der Bescheinigung auf das höhere Fachsemester beim Studierendensekretariat bewerben.

Studieren Sie derzeit einen anderen Studiengang oder an einer FH oder im Ausland, sind Sie bei der Bewerbung zum höheren Fachsemester ein Quereinsteiger:in: Hier wird vorausgesetzt, dass bereits anrechenbare Leistungspunkte erworben wurden, um Sie in ein höheres Fachsemester einstufen zu können. Um in das zweite Fachsemester eingestuft werden zu können, müssen Sie mindestens 15 anrechenbare, bestandene ECTS nachweisen, äquivalent für das dritte Fachsemester dann mindestens 45 ECTS und so fort. Da lediglich äquivalente Leistungen anerkannt werden können und sich die Struktur der Bachelorstudiengänge von Hochschule zu Hochschule sehr unterscheiden, ist zudem grundsätzlich mit einem ""Verlust"" bezüglich einzelner Leistungen zu rechnen.

Um sich auf ein höheres Fachsemester als Quereinsteiger zu bewerben, benötigen Sie das Formblatt zum Quereinstieg/Ortswechsel und eine Fachsemestereinstufung vom WiSo-Prüfungsamt. Anhand dieser Fachsemestereinstufung können Sie sich dann über das Studierendensekretariat auf ein höheres Fachsemester bewerben.

Die verbindlichen Bewerbungsfristen entnehmen Sie bitte der Website des Studierendensekretariats: i.d.R. 15. September für das Wintersemester, 15. März für das Sommersemester. Damit diese Fristen eingehalten werden können, müssen die Bewerbungsunterlagen spätestens acht Wochen vor dieser Frist beim WiSo-Prüfungsamt postalisch eingehen. Das sind somit der 15.01. bzw. 15.07.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/bachelor/studienwahl-und-bewerbung;;
66;Sind die Online-Selfassessments (OSA) verpflichtend?;"Mit Hilfe eines Online-Self-Assessments (OSA) können Sie herausfinden, ob Ihre persönlichen Interessen, Erwartungen und Kompetenzen mit den Anforderungen und Inhalten des Bachelorstudiengangs übereinstimmen. Daher ist die Durchführung VOR der Bewerbung sehr empfehlenswert.
Derzeit gibt es ein OSA für den B.Sc. Volkswirtschaftslehre und für den B.Sc. Management, Economics and Social Sciences. 
Für den B.Sc. VWL ist die vorherige Durchführung des OSA eine Vorausssetzung für die Einschreibung.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/bachelor/studienwahl-und-bewerbung;;
67;Kann ich ein Modul im Masterstudium mehrfach absolvieren?;"Ein Modul kann nur einmal absolviert werden. Sobald die entsprechende Prüfungsleistung in dem Modul bestanden ist (z.B. eine 120-minütige Klausur), gilt das Modul als bestanden und eine Wiederholung ist dann ausgeschlossen. Auch ist es nicht möglich, das Modul dann nochmals mit einer anderen Lehrveranstaltung zu absolvieren. Beispiel: Sie absolvieren im M.Sc. Business Administration - Marketing im Schwerpunktbereich das SM Brand Management mit der gleichnamigen Lehrveranstaltung ""Brand Management"" und bestehen die Prüfungsleistung. Im darauffolgenden Semester wird im gleichen Modul aber eine andere Lehrveranstaltung angeboten, z.B. ""Digital Brand and Customer Analytics"". Jene darf dann nicht mehr absolviert werden, da das Modul aufgrund der anderen Lehrveranstaltung bereits als bestanden gilt. Sollten Sie dazu Fragen haben, wenden Sie sich gerne an die WiSo-Studienberaterinnen im WiSo Student Service Point.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/master/fragen-im-masterstudium;;
68;Kann ich während meines Masters Sprachkurse an der Universität zu Köln absolvieren?;"Schauen Sie gerne beim Extracurricularen Angebot in KLIPS rein. Dort sind oft auch Sprachkurse der Philosophischen Fakultät oder des Professional Centers geöffnet. Internationale Masterstudierende haben die Möglichkeit, an einem Deutschkurs teilzunehmen, der vom International Office angeboten wird. Weitere Informationen können auf dieser Homepage nachgelesen werden.

Des Weiteren können auch fachspezifische Kurse in Busines Englisch vom Zentrum für Internationale Beziehungen absolviert werden. Pro Studienabschnitt können WiSo-Studierende kostenfrei einen Kurs belegen. Weitere Informationen sind hier aufgeführt.";https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/master/fragen-im-masterstudium;;
69;Wann und wie kann ich ein Auslandssemester in meinem Master absolvieren?;Das Zentrum für internationale Beziehungen (ZIB) an der WiSo-Fakultät hält dazu viele Informationen und Angebote bereit, die Ihnen bereits bei der Master-Begrüßungsveranstaltung jedes Jahr zu Studienbeginn vorgestellt werden. Wichtige Informationen sind auch auf deren Homepage zu finden. Da die Planungen ca. ein Jahr Vorlaufzeit benötigen, sollten Sie sich direkt zu Beginn Ihres Masterstudiums mit der Option eines Auslandssemesters beschäftigen. In der Regel absolvieren Sie das Auslandssemester im 3. oder 4. Fachsemester. Neben dem ZIB bieten aber auch andere Fakultäten oder das International Office der Universität zu Köln fakultätsübergreifende Angebote für ein Auslandssemester, bei denen Sie sich ebenfalls informieren können.;https://wiso.uni-koeln.de/de/studium/studienorganisation/faq/master/fragen-im-masterstudium;;
70;Wie funktioniert das Studienabschlussdarlehen der Studierendenwerke (DAKA) genau?;"Die Darlehenskasse der Studierendenwerke in NRW (DAKA) kann dir für dein letztes Studienjahr ein zinsfreies Studienabschlussdarlehen gewähren. Dafür musst du finanziell bedürftig sein, ein geordnetes Studium nachweisen und dich bereits in der Examensphase befinden. Andere Finanzierungsmöglichkeiten sollten weitgehend ausgeschöpft sein; BAföG ist aber keine zwingende Voraussetzung.

Du stellst einen schriftlichen Antrag, in dem du deine finanzielle Notlage darstellst. Zusätzlich fügst du eine Bestätigung deiner Examensvorbereitung (eine förmliche Examensanmeldung ist nicht nötig) sowie eine Bürgschaft einer dritten Person bei; in Ausnahmefällen reicht auch eine Bankbürgschaft. Es gibt Wartelisten, und zu Höhe, Rückzahlung und Details berät dich das Kölner Studierendenwerk, wo du auch deine zuständige Ansprechperson findest";https://wiso.uni-koeln.de/de/studium/studienorganisation/finanzierung;;
71;Welche Unterstützung gibt es in einer akuten finanziellen Notlage?;"Es gibt vier zentrale Anlaufstellen, die dir in einer finanziellen Notlage helfen können.

Kölner Studierendenwerk
Das Studierendenwerk kann dir über seinen Hilfsfonds zinslose Darlehen, kleine Überbrückungsdarlehen und in besonderen Fällen Zuschüsse zu Krankheitskosten anbieten. Beratung und Antragstellung laufen über die Psycho-Soziale Beratung des Studierendenwerks.

AStA der Universität zu Köln
Beim AStA kannst du ein zinsloses Kurzdarlehen für einen kurzen Zeitraum beantragen. Zuständig ist die BAföG- und Sozialberatung, die dich auch zu Voraussetzungen und Ablauf informiert.

Hochschulgemeinden
Die Hochschulgemeinden unterstützen Studierende in begründeten Notlagen mit einmaligen, nicht rückzahlbaren Zuschüssen und vergeben in begrenztem Umfang Mensa-Freitische.

Bildungskredit des Bundes
Zusätzlich kannst du den Bildungskredit des Bundes nutzen. Er ist ein zinsgünstiger Kredit für Studierende in fortgeschrittenen Studienphasen und soll helfen, deinen Studienabschluss zu sichern, wenn dein Studium sonst aus finanziellen Gründen gefährdet wäre.";https://wiso.uni-koeln.de/de/studium/studienorganisation/finanzierung;;
72;Ich bewerbe mich für ein Praktikum und die Firma möchte eine „Praktikumsförderlichkeitsbescheinigung“. Bekomme ich so etwas von der WiSo-Fakultät – und wie?;Pflichtpraktika sind in den Studiengängen der WiSo-Fakultät nicht vorgesehen, aber studienergänzende Praktika in der vorlesungsfreien Zeit werden ausdrücklich unterstützt. Dafür kannst du dir vom WiSo Student Service Point eine Praktikumsförderlichkeitsbescheinigung ausstellen lassen, die du deinen Bewerbungsunterlagen beilegst. Wenn du so eine Bescheinigung brauchst, meldest du dich einfach per Mail über das WiSSPo-Kontaktformular und wählst als Anfragegrund „Bescheinigung“.;https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen#reiterbox318000-register2;;
73;Ich würde gern ein Urlaubssemester für ein Praktikum nehmen. Welche Voraussetzungen muss ich dafür erfüllen?;"Damit ein Urlaubssemester wegen eines Praktikums als förderlich gilt, musst du nachweisen können, dass im geplanten Urlaubssemester insgesamt mindestens drei Monate Praktikumszeit liegen. Das kannst du zum Beispiel mit einer Vertragskopie oder einer separaten Bestätigung des Arbeitgebers belegen; mehrere kürzere Praktika können dabei zusammengerechnet werden. Die WiSo-Fakultät befürwortet ein solches Urlaubssemester einmal im Bachelor und einmal im Master. Während eines Urlaubssemesters kannst du in der Regel keine Prüfungs- oder Studienleistungen erbringen, und im ersten Fachsemester ist ein Urlaubssemester wegen Praktikum ausgeschlossen. Die Zahl deiner Fachsemester erscheint später nicht auf dem offiziellen Zeugnis. Wenn du Nicht-EU-Studierende:r bist, sollst du dich vorab beim International Office melden.";https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen#reiterbox318000-register2;;
74;Wie läuft der Antrag auf ein Urlaubssemester wegen Praktikum genau ab und bis wann muss ich die Unterlagen einreichen?;Wenn die Voraussetzungen erfüllt sind, musst du drei Dinge vorbereiten: eine schriftliche Bestätigung des Unternehmens über die Dauer deines Praktikums, das für dich passende und vorausgefüllte Antragsformular des Studierendensekretariats sowie das ausgefüllte Formular „Kenntnisnahme der Rahmenbedingungen“. Diese Unterlagen reichst du am besten gesammelt ein – entweder als PDF-Anhang über das WiSSPo-Kontaktformular mit dem Anfragegrund „Bescheinigung“, über den Briefkasten des WiSSPo, persönlich während der Öffnungszeiten des Empfangs oder per Post an die dort angegebene Anschrift. Wichtig ist die Frist: Deine Unterlagen müssen bis zum 10.03. eingegangen sein, wenn das Urlaubssemester im Sommersemester liegen soll, bzw. bis zum 10.09. für ein Urlaubssemester im Wintersemester. So bleibt genug Zeit, damit du den vom WiSSPo unterschriebenen Antrag anschließend selbst fristgerecht bis zum 31.03. bzw. 30.09. im Studierendensekretariat einreichen kannst. Sobald dein Antrag im WiSSPo bearbeitet wurde, bekommst du eine Rückmeldung.;https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen#reiterbox318000-register2;;
75;Ich brauche für eine Bewerbung ein Professorengutachten bzw. einen „Letter of Evaluation“. Was muss ich dafür konkret tun und wie lange dauert das?;"Für einen Letter of Evaluation füllst du zuerst das bereitgestellte Gutachtenformular aus, und zwar den Teil mit deinen persönlichen Angaben (Part I). Achte darauf, dass deine Angaben vollständig sind; Part II wird später von der Professorin oder dem Professor ausgefüllt. Danach lädst du dir dein Transcript of Records herunter und beantragst zusätzlich eine Rankingbescheinigung beim WiSo Student Service Point; wenn du das vor Ort machst, bringst du deine UC-Card mit. Das ausgefüllte Formular (Part I), dein Transcript und die Rankingbescheinigung schickst du dann gesammelt per S-Mail an deine:n Gutachter:in. Der Lehrstuhl informiert dich, sobald das Gutachten erstellt wurde; du kannst die Unterlagen dann persönlich abholen oder sie dir zuschicken lassen. Für die Ausstellung solltest du mindestens zwei bis drei Wochen einplanen.";https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen#reiterbox318000-register2;;
76;Ich habe gehört, es gibt ein BWL-Forschungsranking der WirtschaftsWoche. Was wird da genau gemessen?;Das BWL-Forschungsranking der WirtschaftsWoche erfasst die Publikationen von Betriebswirt:innen, die in Deutschland, Österreich und der Schweiz an Lehrstühlen, Fraunhofer- und Max-Planck-Instituten arbeiten. Eingeschlossen sind dabei auch Postdocs und Juniorprofessuren. Es geht also darum, wie stark die Forschenden in wissenschaftlichen Fachzeitschriften publizieren.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;;
77;Wie ist das BWL-Forschungsranking Ranking aufgebaut? Welche Kategorien gibt es und welcher Zeitraum wird betrachtet?;Das Ranking unterscheidet drei Kategorien. Die aktuelle Forschungsleistung basiert auf allen Publikationen im Fünfjahreszeitraum 2020 bis einschließlich 2024. Die Lebenswerkwertung berücksichtigt alle jemals publizierten Artikel der gelisteten Forschenden. In der Kategorie der „Jung-BWLer:innen“ zählen alle Publikationen von Forscher:innen, die am Stichtag noch unter 40 Jahre alt waren.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;;
